year,rank,city,med_park_size_data,med_park_size_points,park_pct_city_data,park_pct_city_points,pct_near_park_data,pct_near_park_points,spend_per_resident_data,spend_per_resident_points,basketball_data,basketball_points,dogpark_data,dogpark_points,playground_data,playground_points,rec_sr_data,rec_sr_points,restroom_data,restroom_points,splashground_data,splashground_points,amenities_points,total_points,total_pct,city_dup,park_benches
2019,32,Kansas City,11.7,50.0,9%,22.5,69%,55.0,$127,67.5,2.7,35.0,0.8,27.5,2.5,42.5,0.4,23.0,0.8,23.0,3.0,100.0,41.7,,59.2,Kansas City,
2019,31,San Jose,4.0,17.5,14%,35.0,78%,70.0,$124,67.5,2.2,27.5,1.1,40.0,3.0,55.0,1.0,60.0,0.7,20.0,1.8,70.0,45.4,,58.9,San Jose,
2019,34,Albuquerque,4.3,20.0,23%,50.0,87%,82.5,$65,27.5,2.2,25.0,2.4,100.0,3.2,57.5,1.0,68.0,1.2,38.0,0.7,25.0,52.1,,58.0,Albuquerque,
2019,38,Cleveland,3.9,17.5,7%,15.0,82%,75.0,$111,57.5,6.0,100.0,0.8,27.5,3.6,67.5,1.2,75.0,1.1,30.0,10.5,100.0,66.7,,57.9,Cleveland,
2019,35,Omaha,7.4,35.0,13%,32.5,80%,72.5,$81,37.5,5.2,85.0,0.4,7.5,4.3,85.0,0.7,40.0,1.2,38.0,1.6,60.0,52.5,,57.5,Omaha,
2019,36,Las Vegas,1.1,5.0,19%,50.0,74%,62.5,$99,50.0,1.3,10.0,3.9,100.0,3.9,75.0,0.7,45.0,1.2,35.0,4.1,100.0,60.8,,57.1,Las Vegas,
2019,37,Anchorage,4.7,22.5,84%,50.0,75%,65.0,$99,50.0,1.7,17.5,2.3,100.0,2.9,52.5,0.3,18.0,1.5,45.0,0.0,0.0,38.8,,56.6,Anchorage,
2019,39,Des Moines,11.2,50.0,12%,32.5,69%,55.0,$76,35.0,2.7,37.5,1.3,55.0,2.6,45.0,0.2,8.0,2.0,60.0,6.6,100.0,50.8,,55.8,Des Moines,
2019,40,Oakland,2.1,10.0,12%,30.0,87%,82.5,$103,52.5,2.6,35.0,3.8,100.0,1.7,25.0,1.1,73.0,1.3,40.0,0.0,0.0,45.4,,55.1,Oakland,
2019,41,Scottsdale,13.5,50.0,27%,50.0,40%,12.5,$111,57.5,1.4,12.5,1.2,50.0,1.5,20.0,0.7,45.0,3.0,93.0,1.2,45.0,44.2,,53.5,Scottsdale,
2019,41,Atlanta,2.9,12.5,6%,15.0,71%,57.5,$138,75.0,2.7,35.0,0.8,30.0,2.9,52.5,1.5,95.0,0.4,13.0,2.3,88.0,52.1,,53.0,Atlanta,
2019,43,Austin,8.7,42.5,10%,25.0,59%,40.0,$119,62.5,2.5,32.5,1.3,57.5,1.5,20.0,0.6,35.0,1.2,35.0,1.8,68.0,41.3,,52.8,Austin,
2019,44,Norfolk,1.6,7.5,5%,12.5,75%,65.0,$78,37.5,28.2,100.0,4.8,100.0,6.6,100.0,2.0,100.0,0.6,18.0,2.0,78.0,82.5,,51.3,Norfolk,
2019,45,Tampa,4.5,22.5,8%,17.5,62%,45.0,$71,32.5,6.0,100.0,4.0,100.0,2.3,40.0,1.8,100.0,2.8,85.0,2.6,100.0,87.5,,51.3,Tampa,
2019,46,Chesapeake,7.2,35.0,26%,50.0,42%,15.0,$91,45.0,3.7,55.0,2.0,92.5,4.9,97.5,1.0,63.0,1.1,33.0,0.0,0.0,56.7,,50.4,Chesapeake,
2019,47,Orlando,3.4,15.0,6%,15.0,63%,47.5,$121,65.0,5.0,80.0,1.0,40.0,2.0,32.5,1.5,95.0,4.2,100.0,0.0,0.0,57.9,,50.1,Orlando,
2019,48,Buffalo,1.1,5.0,8%,17.5,89%,85.0,$66,30.0,6.3,100.0,0.8,25.0,2.3,40.0,0.7,43.0,2.3,70.0,4.2,100.0,62.9,,50.1,Buffalo,
2019,50,Honolulu,6.1,30.0,17%,45.0,69%,55.0,$63,27.5,3.7,55.0,0.5,10.0,1.5,20.0,1.6,100.0,2.4,73.0,0.0,0.0,42.9,,50.1,Honolulu,
2019,49,Colorado Springs,6.3,30.0,9%,22.5,74%,62.5,$86,42.5,2.9,40.0,1.7,75.0,2.9,50.0,0.3,15.0,1.4,40.0,0.8,30.0,41.7,,49.8,Colorado Springs,
2019,51,Jersey City,0.6,2.5,18%,47.5,93%,90.0,$27,2.5,2.5,32.5,2.5,100.0,1.3,15.0,0.9,60.0,0.9,25.0,3.6,100.0,55.4,,49.5,Jersey City,
2019,52,Columbus,7.7,37.5,9%,22.5,59%,40.0,$101,50.0,6.9,100.0,0.7,20.0,2.9,50.0,0.7,43.0,1.0,30.0,0.7,25.0,44.6,,48.6,Columbus,
2019,53,Dallas,7.7,37.5,9%,22.5,69%,55.0,$110,57.5,2.4,30.0,0.4,5.0,1.7,25.0,0.6,40.0,0.1,3.0,0.8,30.0,22.1,,48.6,Dallas,
2019,54,Miami,2.6,12.5,7%,15.0,86%,80.0,$77,35.0,3.1,45.0,0.9,32.5,1.3,15.0,1.6,100.0,3.8,100.0,0.0,0.0,48.8,,47.8,Miami,
2019,55,Los Angeles,4.8,22.5,13%,32.5,61%,45.0,$119,62.5,3.5,50.0,0.3,2.5,1.1,10.0,1.1,70.0,0.8,20.0,0.4,13.0,27.5,,47.5,Los Angeles,
2019,56,Phoenix,14.6,50.0,15%,40.0,49%,27.5,$87,42.5,0.9,2.5,0.7,25.0,1.6,22.5,0.4,23.0,2.5,75.0,0.6,23.0,28.3,,47.1,Phoenix,
2019,59,Anaheim,8.3,40.0,8%,20.0,66%,52.5,$99,50.0,1.4,10.0,0.6,15.0,1.6,22.5,0.2,10.0,1.8,55.0,0.6,20.0,22.1,,46.1,Anaheim,
2019,60,North Las Vegas,7.1,35.0,26%,50.0,63%,47.5,$53,20.0,1.9,22.5,0.8,27.5,2.3,37.5,0.2,8.0,1.0,28.0,1.6,63.0,30.8,,45.8,North Las Vegas,
2019,57,Nashville,16.7,50.0,11%,27.5,42%,15.0,$98,50.0,3.8,57.5,1.2,47.5,2.1,35.0,0.8,50.0,0.8,23.0,0.4,15.0,37.9,,45.1,Nashville,
2019,57,Tulsa,9.8,47.5,8%,20.0,59%,40.0,$75,35.0,1.8,17.5,0.5,10.0,2.4,40.0,0.3,15.0,1.3,40.0,8.2,100.0,37.1,,44.9,Tulsa,
2019,62,Riverside,10.5,50.0,6%,15.0,51%,30.0,$76,35.0,3.0,42.5,0.6,17.5,1.5,20.0,1.1,73.0,2.4,70.0,1.9,70.0,48.8,,44.7,Riverside,
2019,63,Reno,5.0,25.0,5%,12.5,75%,65.0,$51,20.0,3.7,55.0,1.2,47.5,2.8,50.0,0.3,18.0,2.2,65.0,2.7,100.0,55.8,,44.6,Reno,
2019,64,Bakersfield,9.1,45.0,6%,12.5,46%,22.5,$81,37.5,2.1,25.0,2.1,97.5,3.0,55.0,0.3,13.0,2.2,68.0,3.4,100.0,59.6,,44.3,Bakersfield,
2019,66,Lexington,11.1,50.0,2%,5.0,53%,32.5,$81,37.5,3.3,47.5,1.9,85.0,1.9,27.5,0.5,30.0,2.4,73.0,1.2,48.0,51.7,,44.2,Lexington,
2019,64,Greensboro,5.0,25.0,10%,25.0,63%,47.5,$66,30.0,1.6,15.0,1.0,40.0,3.6,67.5,0.8,53.0,2.7,83.0,1.0,38.0,49.2,,44.2,Greensboro,
2019,61,Baltimore,0.8,2.5,10%,22.5,87%,82.5,$69,30.0,1.6,15.0,0.5,10.0,3.3,60.0,1.4,93.0,0.6,15.0,1.0,35.0,37.9,,43.9,Baltimore,
2019,66,Corpus Christi,3.3,15.0,9%,20.0,75%,65.0,$67,30.0,2.6,35.0,0.6,15.0,4.3,82.5,0.8,48.0,2.4,73.0,0.6,20.0,45.4,,43.9,Corpus Christi,
2019,68,"Arlington, Texas",12.6,50.0,8%,17.5,57%,37.5,$92,45.0,1.7,17.5,0.5,12.5,1.5,20.0,0.3,18.0,1.2,35.0,1.3,48.0,25.0,,43.8,"Arlington, Texas",
2019,69,Chandler,8.4,40.0,4%,7.5,62%,45.0,$77,35.0,3.1,45.0,1.5,62.5,2.2,37.5,0.5,30.0,1.8,55.0,1.1,40.0,45.0,,43.1,Chandler,
2019,70,Glendale,4.8,22.5,6%,12.5,75%,65.0,$36,10.0,4.9,77.5,1.2,50.0,3.9,75.0,0.6,40.0,1.7,50.0,1.6,63.0,59.2,,42.3,Glendale,
2019,71,El Paso,3.9,17.5,19%,50.0,56%,37.5,$43,15.0,4.4,70.0,0.7,22.5,4.1,77.5,0.8,53.0,0.6,18.0,1.3,48.0,47.9,,42.0,El Paso,
2019,73,Durham,8.3,40.0,4%,7.5,51%,30.0,$66,27.5,4.2,65.0,1.5,65.0,2.1,32.5,0.7,45.0,3.1,95.0,1.5,55.0,59.6,,41.1,Durham,
2019,72,San Antonio,11.7,50.0,10%,25.0,42%,15.0,$90,45.0,1.7,15.0,0.9,32.5,1.7,25.0,0.8,50.0,1.5,45.0,0.3,10.0,29.6,,41.1,San Antonio,
2019,74,Chula Vista,6.9,32.5,7%,15.0,67%,52.5,$43,15.0,2.0,22.5,1.8,82.5,3.6,67.5,0.7,40.0,1.5,45.0,0.7,28.0,47.5,,40.6,Chula Vista,
2019,74,Newark,0.9,2.5,6%,12.5,93%,90.0,$48,17.5,2.6,35.0,0.0,0.0,0.9,7.5,0.8,53.0,1.0,30.0,3.5,100.0,37.5,,40.0,Newark,
2019,76,Toledo,5.5,27.5,6%,15.0,81%,72.5,$41,12.5,2.7,37.5,0.7,22.5,3.8,72.5,0.4,25.0,0.6,18.0,0.4,13.0,31.3,,39.7,Toledo,
2019,77,Wichita,11.3,50.0,5%,10.0,53%,32.5,$57,22.5,1.0,2.5,0.7,25.0,2.1,35.0,0.4,28.0,3.9,100.0,1.5,58.0,41.3,,39.1,Wichita,
2019,78,Jacksonville,5.8,27.5,15%,37.5,35%,5.0,$57,22.5,2.4,30.0,0.6,12.5,3.6,67.5,1.3,88.0,6.1,100.0,2.1,80.0,62.9,,38.9,Jacksonville,
2019,81,Tucson,5.5,27.5,3%,5.0,63%,47.5,$57,22.5,5.0,80.0,1.5,65.0,2.7,47.5,0.8,50.0,1.8,55.0,0.6,20.0,52.9,,38.9,Tucson,
2019,79,Garland,9.6,47.5,7%,15.0,62%,45.0,$62,27.5,2.2,27.5,0.0,0.0,1.4,17.5,0.7,40.0,1.2,35.0,0.0,0.0,20.0,,38.8,Garland,
2019,80,Louisville,7.5,37.5,8%,20.0,38%,10.0,$61,25.0,2.7,37.5,1.1,45.0,2.8,47.5,0.6,35.0,3.6,100.0,5.4,100.0,60.8,,38.3,Louisville,
2019,83,Detroit,2.4,10.0,7%,15.0,80%,72.5,$54,20.0,2.6,35.0,0.9,32.5,3.0,55.0,0.5,30.0,0.5,13.0,0.9,33.0,32.9,,37.6,Detroit,
2019,84,Stockton,6.0,30.0,3%,5.0,74%,62.5,$23,2.5,3.5,50.0,1.0,35.0,2.3,37.5,0.4,23.0,2.7,83.0,1.6,60.0,47.9,,37.0,Stockton,
2019,85,Santa Ana,6.0,30.0,4%,10.0,75%,65.0,$47,17.5,2.1,25.0,0.0,0.0,1.2,12.5,0.9,60.0,1.5,45.0,0.0,0.0,23.8,,36.6,Santa Ana,
2019,82,Houston,4.7,22.5,11%,27.5,58%,40.0,$57,22.5,2.2,27.5,0.7,20.0,1.8,25.0,0.6,40.0,0.7,20.0,1.1,40.0,28.8,,35.3,Houston,
2019,86,Winston-Salem,9.2,45.0,5%,10.0,36%,7.5,$62,25.0,1.2,7.5,0.8,27.5,1.8,27.5,1.4,90.0,2.1,63.0,2.8,100.0,52.5,,35.0,Winston-Salem,
2019,88,Memphis,10.0,50.0,5%,10.0,45%,20.0,$66,30.0,2.9,40.0,0.6,17.5,1.8,27.5,0.9,60.0,0.1,3.0,0.3,10.0,26.3,,34.1,Memphis,
2019,87,Irving,3.2,15.0,5%,12.5,62%,45.0,$68,30.0,1.1,7.5,1.2,50.0,3.1,55.0,0.8,53.0,0.2,5.0,0.8,30.0,33.3,,34.0,Irving,
2019,88,Fort Worth,7.7,37.5,6%,12.5,60%,42.5,$67,30.0,1.5,15.0,0.3,2.5,2.3,37.5,0.3,18.0,0.2,3.0,0.1,3.0,12.9,,33.9,Fort Worth,
2019,90,Lubbock,9.7,47.5,3%,5.0,55%,35.0,$39,12.5,4.8,77.5,0.8,25.0,2.2,35.0,0.4,23.0,1.3,38.0,0.0,0.0,32.9,,33.2,Lubbock,
2019,91,Baton Rouge,4.2,20.0,3%,5.0,53%,32.5,$49,17.5,8.1,100.0,0.9,30.0,2.7,45.0,2.9,100.0,1.2,38.0,0.9,30.0,57.1,,33.0,Baton Rouge,
2019,92,Hialeah,4.4,20.0,2%,2.5,68%,55.0,$31,7.5,3.0,42.5,0.0,0.0,0.7,2.5,1.5,100.0,1.0,28.0,1.7,65.0,39.6,,31.1,Hialeah,
2019,93,Fresno,2.2,10.0,3%,5.0,67%,52.5,$37,10.0,4.5,72.5,1.3,55.0,2.6,45.0,0.6,38.0,0.9,25.0,0.9,35.0,45.0,,30.6,Fresno,
2019,94,Laredo,4.1,20.0,2%,2.5,54%,32.5,$65,27.5,9.5,100.0,0.4,5.0,2.1,35.0,1.0,63.0,0.9,25.0,0.0,0.0,37.9,,30.1,Laredo,
2019,96,Mesa,2.8,12.5,3%,7.5,65%,50.0,$68,30.0,2.8,37.5,0.4,5.0,1.3,15.0,0.2,13.0,0.6,18.0,0.6,20.0,17.9,,29.5,Mesa,
2019,95,Charlotte/Mecklenburg County,16.5,50.0,6%,12.5,36%,7.5,$48,17.5,3.7,55.0,0.5,12.5,2.1,32.5,0.5,28.0,0.5,15.0,0.7,25.0,27.9,,28.9,Charlotte,
2019,97,Oklahoma City,5.0,22.5,4%,7.5,38%,10.0,$70,32.5,1.9,20.0,0.4,5.0,2.5,42.5,0.8,48.0,1.2,38.0,2.9,100.0,42.1,,28.6,Oklahoma City,
2018,1,Minneapolis,5.7,11.0,15%,16.0,97%,39.0,$249,40.0,3.4,22.0,1.7,35.0,4.0,33.0,2.4,40.0,6.8,40.0,0.2,2.0,29.0,135.0,84.2,Minneapolis,
2018,2,St. Paul,3.2,6.0,15%,16.0,96%,38.0,$218,40.0,7.8,40.0,1.3,26.0,3.7,30.0,1.7,40.0,10.5,40.0,1.0,15.0,32.0,132.0,82.4,St. Paul,
2018,3,"Washington, D.C.",1.4,2.0,22%,20.0,98%,39.0,$257,40.0,5.4,38.0,1.8,37.0,1.7,10.0,2.3,40.0,2.1,15.0,3.7,40.0,30.0,131.0,81.9,"Washington, D.C.",
2018,4,"Arlington, Virginia",2.4,4.0,11%,11.0,98%,40.0,$240,40.0,5.7,40.0,3.5,40.0,4.3,36.0,1.4,36.0,3.1,25.0,2.2,36.0,36.0,131.0,81.6,"Arlington, Virginia",
2018,5,San Francisco,1.3,2.0,20%,20.0,100%,40.0,$279,40.0,5.4,39.0,3.7,40.0,2.6,19.0,0.8,20.0,1.7,12.0,1.4,22.0,25.0,127.0,79.6,San Francisco,
2018,6,Portland,4.9,9.0,18%,19.0,86%,33.0,$251,40.0,5.4,38.0,5.2,40.0,2.1,14.0,0.6,15.0,2.0,14.0,1.6,25.0,24.0,125.0,78.3,Portland,
2018,7,Cincinnati,4.4,8.0,14%,15.0,71%,25.0,$201,40.0,8.9,40.0,1.3,25.0,5.0,40.0,1.5,38.0,6.2,40.0,4.5,40.0,37.0,125.0,78.2,Cincinnati,
2018,8,Chicago,2.2,4.0,10%,10.0,98%,40.0,$172,39.0,4.6,32.0,0.9,15.0,3.5,28.0,1.8,40.0,2.4,18.0,8.6,40.0,29.0,122.0,76.1,Chicago,
2018,9,New York,1.1,1.0,21%,20.0,97%,39.0,$198,40.0,3.6,23.0,1.6,33.0,2.2,16.0,0.1,2.0,0.8,4.0,9.0,40.0,20.0,120.0,74.8,New York,
2018,10,Irvine,6.6,13.0,26%,20.0,75%,27.0,$255,40.0,2.8,17.0,0.4,3.0,2.7,20.0,1.5,38.0,2.9,22.0,0.4,5.0,18.0,118.0,73.4,Irvine,
2018,11,Seattle,2.4,4.0,12%,13.0,94%,37.0,$276,40.0,3.3,21.0,2.0,40.0,2.2,15.0,0.8,19.0,2.8,21.0,1.3,21.0,23.0,117.0,73.0,Seattle,
2018,12,Madison,4.7,9.0,14%,14.0,90%,35.0,$126,27.0,10.6,40.0,4.0,40.0,7.0,40.0,0.1,1.0,3.2,25.0,1.2,19.0,28.0,113.0,70.3,Madison,
2018,13,Boston,1.4,2.0,17%,19.0,99%,40.0,$118,25.0,3.3,21.0,1.2,23.0,4.0,33.0,0.9,24.0,1.3,8.0,9.2,40.0,25.0,111.0,69.3,Boston,
2018,14,St. Louis,2.3,4.0,10%,10.0,88%,34.0,$265,40.0,2.7,16.0,1.6,33.0,2.6,19.0,0.6,15.0,2.8,22.0,1.9,31.0,23.0,111.0,69.2,St. Louis,
2018,15,St. Petersburg,3.5,6.0,16%,17.0,74%,26.0,$137,30.0,4.1,28.0,2.3,40.0,3.3,26.0,1.2,31.0,4.8,40.0,0.4,5.0,28.0,107.0,67.1,St. Petersburg,
2018,16,San Diego,6.8,13.0,23%,20.0,77%,28.0,$141,31.0,2.8,16.0,1.1,22.0,2.1,15.0,1.0,24.0,1.9,13.0,0.1,1.0,15.0,107.0,67.0,San Diego,
2018,17,Milwaukee,4.6,9.0,10%,11.0,89%,34.0,$131,28.0,5.7,40.0,0.5,6.0,2.7,20.0,0.9,23.0,5.6,40.0,1.2,19.0,25.0,107.0,66.7,Milwaukee,
2018,18,Plano,13.5,20.0,9%,10.0,75%,26.0,$197,40.0,3.0,18.0,0.3,2.0,2.4,18.0,0.3,8.0,1.4,8.0,0.3,4.0,10.0,106.0,66.0,Plano,
2018,19,Henderson,8.0,16.0,13%,14.0,49%,12.0,$144,32.0,3.9,25.0,5.2,40.0,3.0,23.0,0.6,13.0,5.1,40.0,5.9,40.0,30.0,104.0,65.1,Henderson,
2018,20,Aurora,8.0,16.0,11%,11.0,86%,33.0,$143,31.0,1.4,5.0,0.8,14.0,2.2,15.0,0.2,5.0,2.3,17.0,1.1,17.0,12.0,103.0,64.5,Aurora,
2018,21,Long Beach,3.2,6.0,10%,10.0,81%,30.0,$208,40.0,1.6,6.0,2.1,40.0,1.4,7.0,1.1,28.0,2.5,18.0,0.0,0.0,17.0,103.0,64.1,Long Beach,
2018,22,Sacramento,5.4,10.0,8%,8.0,78%,29.0,$130,28.0,2.6,15.0,2.2,40.0,4.1,34.0,1.0,24.0,1.7,11.0,4.0,40.0,27.0,102.0,64.0,Sacramento,
2018,23,Pittsburgh,2.2,4.0,10%,11.0,84%,32.0,$100,20.0,3.6,24.0,2.3,40.0,3.8,31.0,1.7,40.0,4.3,35.0,8.4,40.0,35.0,102.0,63.8,Pittsburgh,
2018,24,Lincoln,7.0,14.0,7%,7.0,85%,33.0,$96,19.0,8.7,40.0,1.4,28.0,4.6,39.0,0.6,15.0,4.6,38.0,0.7,10.0,28.0,101.0,63.3,Lincoln,
2018,24,New Orleans,2.0,3.0,26%,20.0,77%,28.0,$162,36.0,1.7,7.0,0.8,13.0,2.6,19.0,0.7,18.0,3.2,26.0,0.3,3.0,14.0,101.0,63.3,New Orleans,
2018,26,Denver,6.7,13.0,8%,8.0,86%,33.0,$121,26.0,1.5,6.0,1.4,29.0,3.6,29.0,0.8,19.0,2.4,18.0,0.9,13.0,19.0,99.0,61.9,Denver,
2018,27,San Jose,4.0,7.0,14%,15.0,77%,28.0,$142,31.0,2.0,10.0,1.0,17.0,2.7,21.0,1.0,24.0,0.7,3.0,1.8,30.0,18.0,99.0,61.6,San Jose,
2018,28,Virginia Beach,3.9,7.0,16%,17.0,61%,19.0,$188,40.0,3.3,21.0,0.6,10.0,4.1,34.0,0.3,7.0,2.4,18.0,0.2,2.0,15.0,98.0,61.5,Virginia Beach,
2018,29,Boise,7.3,14.0,9%,9.0,60%,18.0,$144,32.0,2.0,10.0,6.7,40.0,3.4,27.0,1.0,25.0,3.5,28.0,0.9,14.0,24.0,97.0,60.6,Boise,
2018,30,Philadelphia,3.3,6.0,13%,14.0,93%,37.0,$84,16.0,4.8,33.0,0.4,5.0,1.6,9.0,2.1,40.0,1.7,11.0,5.0,40.0,23.0,96.0,60.0,Philadelphia,
2018,31,Kansas City,11.7,20.0,9%,9.0,65%,21.0,$126,27.0,2.7,16.0,0.8,14.0,2.4,17.0,0.4,10.0,1.5,10.0,3.1,40.0,18.0,95.0,59.3,Kansas City,
2018,32,Fremont,6.4,12.0,37%,20.0,61%,19.0,$123,26.0,2.1,10.0,2.6,40.0,1.9,13.0,0.5,13.0,3.8,30.0,0.0,0.0,18.0,95.0,59.2,Fremont,
2018,33,Omaha,7.4,14.0,12%,12.0,78%,28.0,$79,15.0,5.2,37.0,0.4,5.0,4.3,36.0,0.7,16.0,3.8,31.0,1.6,25.0,25.0,94.0,58.8,Omaha,
2018,34,Raleigh,4.4,8.0,11%,11.0,54%,15.0,$202,40.0,5.3,38.0,0.7,10.0,2.1,14.0,1.6,40.0,2.3,17.0,0.0,0.0,20.0,94.0,58.6,Raleigh,
2018,34,Las Vegas,2.5,4.0,19%,20.0,64%,21.0,$118,25.0,1.3,4.0,4.0,40.0,3.9,32.0,0.8,19.0,1.3,8.0,3.7,40.0,24.0,94.0,58.6,Las Vegas,
2018,36,Anchorage,4.7,9.0,84%,20.0,71%,24.0,$98,20.0,2.6,15.0,2.3,40.0,2.8,21.0,0.3,6.0,5.6,40.0,0.0,0.0,20.0,93.0,58.3,Anchorage,
2018,37,Cleveland,3.1,6.0,6%,6.0,80%,30.0,$105,22.0,6.0,40.0,0.5,7.0,3.7,30.0,1.1,29.0,2.9,23.0,10.4,40.0,28.0,92.0,57.6,Cleveland,
2018,38,Oakland,2.1,4.0,12%,12.0,85%,32.0,$108,22.0,2.6,15.0,3.8,40.0,1.8,11.0,1.2,31.0,3.5,28.0,0.5,6.0,22.0,92.0,57.4,Oakland,
2018,39,Tampa,4.5,9.0,8%,7.0,60%,18.0,$114,24.0,6.1,40.0,3.5,40.0,2.2,15.0,1.8,40.0,2.8,21.0,2.4,40.0,33.0,91.0,56.7,Tampa,
2018,40,Albuquerque,4.3,8.0,23%,20.0,82%,30.0,$62,10.0,2.2,11.0,2.3,40.0,3.1,24.0,1.1,27.0,1.6,11.0,0.7,10.0,21.0,89.0,55.3,Albuquerque,
2018,41,Chesapeake,7.2,14.0,26%,20.0,37%,5.0,$94,19.0,3.8,25.0,2.1,40.0,5.0,40.0,1.0,25.0,6.3,40.0,0.0,0.0,28.0,86.0,54.0,Chesapeake,
2018,42,Austin,8.7,17.0,10%,11.0,60%,18.0,$108,22.0,2.8,16.0,1.3,25.0,1.7,11.0,0.6,14.0,2.6,20.0,1.2,19.0,18.0,86.0,53.4,Austin,
2018,43,Atlanta,2.9,5.0,6%,6.0,66%,22.0,$139,30.0,2.8,16.0,0.9,15.0,3.0,23.0,1.5,38.0,0.6,2.0,2.4,39.0,22.0,85.0,53.2,Atlanta,
2018,44,Scottsdale,13.5,20.0,25%,20.0,38%,6.0,$109,22.0,1.5,5.0,1.3,24.0,1.5,9.0,0.8,19.0,3.1,25.0,1.3,20.0,17.0,85.0,53.1,Scottsdale,
2018,45,Norfolk,1.6,3.0,5%,5.0,72%,25.0,$80,15.0,28.3,40.0,4.8,40.0,6.6,40.0,2.0,40.0,0.6,2.0,2.0,33.0,33.0,81.0,50.3,Norfolk,
2018,46,Colorado Springs,6.6,13.0,9%,9.0,69%,23.0,$81,15.0,2.9,18.0,1.7,36.0,3.0,23.0,0.3,7.0,2.9,22.0,0.9,13.0,20.0,80.0,49.9,Colorado Springs,
2018,46,Orlando,3.4,6.0,5%,5.0,60%,18.0,$125,27.0,4.7,33.0,1.1,20.0,2.4,17.0,1.5,38.0,4.2,35.0,0.0,0.0,24.0,80.0,49.9,Orlando,
2018,48,Honolulu,6.8,13.0,19%,20.0,65%,21.0,$57,9.0,3.6,24.0,0.4,3.0,1.5,8.0,1.6,40.0,2.6,20.0,0.0,0.0,16.0,79.0,49.3,Honolulu,
2018,49,Dallas,7.8,15.0,13%,13.0,60%,18.0,$108,22.0,2.5,14.0,0.3,1.0,1.5,9.0,0.6,16.0,1.3,8.0,0.8,13.0,10.0,78.0,48.9,Dallas,
2018,50,Miami,2.6,5.0,7%,6.0,80%,30.0,$87,17.0,3.2,20.0,0.9,16.0,1.3,7.0,1.6,40.0,3.8,31.0,0.0,0.0,19.0,77.0,48.1,Miami,
2018,51,Buffalo,1.1,2.0,8%,7.0,85%,33.0,$54,8.0,6.3,40.0,0.8,13.0,2.3,17.0,0.7,17.0,4.2,34.0,4.2,40.0,27.0,77.0,48.0,Buffalo,
2018,52,North Las Vegas,7.1,14.0,26%,20.0,58%,17.0,$67,12.0,2.1,11.0,0.8,14.0,2.3,16.0,0.2,3.0,1.0,5.0,1.6,27.0,13.0,76.0,47.3,North Las Vegas,
2018,53,Jersey City,0.6,1.0,18%,19.0,91%,36.0,$29,2.0,2.6,15.0,2.2,40.0,1.3,7.0,1.0,24.0,1.8,13.0,0.0,0.0,17.0,75.0,46.6,Jersey City,
2018,54,Nashville,16.7,20.0,11%,11.0,37%,6.0,$100,20.0,3.0,18.0,1.2,23.0,3.1,24.0,0.8,19.0,1.7,12.0,0.4,6.0,17.0,74.0,46.3,Nashville,
2018,55,Lexington,11.3,20.0,2%,2.0,52%,14.0,$83,16.0,3.7,24.0,1.9,40.0,2.0,13.0,0.5,12.0,4.0,32.0,0.6,9.0,22.0,74.0,46.0,Lexington,
2018,56,Phoenix,14.6,20.0,15%,16.0,45%,10.0,$87,17.0,0.9,1.0,0.7,11.0,1.6,9.0,0.4,9.0,2.5,19.0,0.6,9.0,10.0,73.0,45.4,Phoenix,
2018,57,Riverside,10.5,20.0,7%,7.0,48%,12.0,$73,13.0,3.0,18.0,0.6,9.0,2.4,18.0,1.1,29.0,2.4,18.0,1.9,31.0,21.0,73.0,45.3,Riverside,
2018,58,Richmond,2.5,4.0,7%,7.0,73%,26.0,$75,14.0,3.4,22.0,1.3,27.0,2.2,15.0,2.0,40.0,2.7,21.0,0.0,0.0,21.0,72.0,44.9,Richmond,
2018,58,Baltimore,0.8,1.0,10%,10.0,85%,32.0,$78,14.0,1.6,7.0,0.5,6.0,3.2,25.0,1.3,34.0,0.6,2.0,1.0,15.0,15.0,72.0,44.9,Baltimore,
2018,60,Tulsa,9.6,19.0,8%,7.0,55%,15.0,$67,12.0,2.1,11.0,0.5,5.0,2.3,17.0,0.6,15.0,2.6,20.0,7.4,40.0,18.0,71.0,44.4,Tulsa,
2018,61,Corpus Christi,3.3,6.0,9%,9.0,74%,26.0,$71,13.0,2.7,16.0,0.3,1.0,4.4,37.0,0.8,19.0,2.5,19.0,0.6,9.0,17.0,71.0,44.3,Corpus Christi,
2018,62,Columbus,7.8,15.0,9%,9.0,52%,14.0,$104,21.0,2.1,11.0,0.6,8.0,1.7,11.0,0.7,16.0,1.9,13.0,0.5,6.0,11.0,70.0,43.6,Columbus,
2018,63,"Arlington, Texas",12.6,20.0,8%,8.0,53%,14.0,$89,17.0,1.7,8.0,0.5,7.0,1.7,10.0,0.3,7.0,2.1,16.0,0.8,12.0,10.0,69.0,43.1,"Arlington, Texas",
2018,63,Chandler,8.3,16.0,4%,3.0,59%,18.0,$78,15.0,3.1,20.0,1.5,30.0,2.2,15.0,0.5,13.0,1.8,13.0,0.7,11.0,17.0,69.0,43.1,Chandler,
2018,65,Bakersfield,9.1,18.0,6%,6.0,43%,9.0,$74,13.0,1.9,9.0,2.1,40.0,2.9,22.0,0.4,10.0,2.2,16.0,2.4,39.0,23.0,69.0,42.9,Bakersfield,
